FGB ID	Number of Families	Family names
FGB14358	2	f__Prochloraceae,f__Candidatus_Diapherotrites_unclassified
FGB14359	2	f__Lactobacillaceae,f__Pseudomonadaceae
FGB14379	3	f__Bacteroidales_unclassified,f__Synechococcaceae,f__Clostridia_unclassified
FGB14397	2	f__Microbacteriaceae,f__Candidatus_Gastranaerophilales_unclassified
FGB14402	2	f__Clostridia_unclassified,f__Shewanellaceae
FGB14418	2	f__Anaplasmataceae,f__Betaproteobacteria_unclassified
FGB14419	1	f__Candidatus_Firestonebacteria_unclassified
FGB14421	6	f__Brevibacteriaceae,f__Desulfobulbaceae,f__Campylobacteraceae,f__Rhodobacteraceae,f__Prochloraceae,f__Nocardioidaceae
FGB14429	5	f__Deinococcaceae,f__Cytophagaceae,f__Paenibacillaceae,f__Streptomycetaceae,f__Pelagibacteraceae
FGB14430	4	f__Clostridia_unclassified,f__Ruminococcaceae,f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB14447	2	f__Bacteroidales_unclassified,f__Clostridia_unclassified
FGB14451	3	f__Streptomycetaceae,f__Thaumarchaeota_unclassified,f__Mycobacteriaceae
FGB14463	5	f__Sulfolobaceae,f__Cellulomonadaceae,f__Pseudomonadaceae,f__Erwiniaceae,f__Streptomycetaceae
FGB14471	1	f__Erysipelotrichaceae
FGB14480	4	f__Acetobacteraceae,f__Streptomycetaceae,f__Prochloraceae,f__Synechococcaceae
FGB14502	4	f__Streptomycetaceae,f__Lachnospiraceae,f__Clostridia_unclassified,f__Prochloraceae
FGB14513	1	f__Pelagibacteraceae
FGB14518	2	f__Bacteroidales_unclassified,f__Desulfovibrionaceae
FGB14527	2	f__Lachnospiraceae,f__Methylocystaceae
FGB14532	3	f__Sulfolobales_unclassified,f__Prochloraceae,f__Bacteroidales_unclassified
FGB14535	4	f__Flavobacteriaceae,f__Prochloraceae,f__Bacillaceae,f__Thermoproteaceae
FGB14542	3	f__Geobacteraceae,f__Rhodobacteraceae,f__Cytophagaceae
FGB14544	3	f__Desulfovibrionaceae,f__Phyllobacteriaceae,f__Marinifilaceae
FGB14547	6	f__Comamonadaceae,f__Rikenellaceae,f__Prochloraceae,f__Synechococcaceae,f__Colwelliaceae,f__Erwiniaceae
FGB14559	1	f__Halieaceae
FGB14583	2	f__Bacteroidales_unclassified,f__Prochloraceae
FGB14592	2	f__Alphaproteobacteria_unclassified,f__Erwiniaceae
FGB14593	3	f__Comamonadaceae,f__Morganellaceae,f__Betaproteobacteria_unclassified
FGB14697	1	f__Thermoproteaceae
FGB14731	2	f__Streptomycetaceae,f__Streptosporangiaceae
FGB14749	1	f__Cellvibrionaceae
FGB14779	1	f__Microbulbiferaceae
FGB14785	3	f__Sphingomonadaceae,f__Thermaceae,f__Pelagibacteraceae
FGB14792	2	f__Spongiibacteraceae,f__Clostridia_unclassified
FGB14817	2	f__Clostridia_unclassified,f__Bacteroidetes_unclassified
FGB14857	1	f__Yersiniaceae
FGB14860	2	f__Burkholderiales_unclassified,f__Hymenobacteraceae
FGB14866	1	f__Halieaceae
FGB14895	2	f__Nitrososphaeraceae,f__Comamonadaceae
FGB14919	1	f__Oxalobacteraceae
FGB14920	1	f__Oxalobacteraceae
FGB14943	1	f__Enterobacteriaceae
FGB14969	2	f__Thiovulaceae,f__Wenzhouxiangellaceae
FGB14984	2	f__Xanthomonadaceae,f__Prochloraceae
FGB14987	5	f__Bradyrhizobiaceae,f__Oscillospiraceae,f__Prochloraceae,f__Streptosporangiaceae,f__Pelagibacteraceae
FGB14993	1	f__Rhodanobacteraceae
FGB14996	1	f__Rhodanobacteraceae
FGB15034	1	f__Bacteroidaceae
FGB15048	1	f__Pseudomonadaceae
FGB15057	1	f__Oxalobacteraceae
FGB15060	1	f__Oxalobacteraceae
FGB15542	1	f__Thermomonosporaceae
FGB15548	1	f__Streptosporangiaceae
FGB15574	2	f__Micromonosporaceae,f__Cryptosporangiaceae
FGB15577	1	f__Micromonosporaceae
FGB15617	1	f__Cellulomonadaceae
FGB15627	1	f__Dermacoccaceae
FGB15637	1	f__Nocardioidaceae
FGB15642	1	f__Nocardioidaceae
FGB15673	1	f__Microbacteriaceae
FGB15677	1	f__Microbacteriaceae
FGB15691	1	f__Microbacteriaceae
FGB15776	1	f__Deinococcaceae
FGB15970	1	f__Rhodobacteraceae
FGB16010	1	f__Rhodobacteraceae
FGB16198	1	f__Phyllobacteriaceae
FGB16206	1	f__Phyllobacteriaceae
FGB16235	1	f__Sphingomonadaceae
FGB16238	1	f__Sphingomonadaceae
FGB16267	1	f__Sphingomonadaceae
FGB16268	1	f__Sphingomonadaceae
FGB16335	1	f__Oscillatoriaceae
FGB16336	1	f__Trichocoleusaceae
FGB16338	2	f__Romeriaceae,f__Pseudanabaenaceae
FGB16345	2	f__Chroococcidiopsidaceae,f__Pleurocapsales_unclassified
FGB16536	1	f__Bacillaceae
FGB16719	1	f__Lactobacillaceae
FGB18683	1	f__Candidatus_Bathyarchaeota_unclassified
FGB18763	1	f__Chitinophagaceae
FGB18874	1	f__Dysgonomonadaceae
FGB18939	1	f__Flavobacteriaceae
FGB19018	1	f__Flavobacteriaceae
FGB19022	1	f__Flavobacteriaceae
FGB19023	1	f__Flavobacteriaceae
FGB19043	1	f__Flavobacteriaceae
FGB19081	1	f__Flavobacteriaceae
FGB19116	1	f__Flavobacteriaceae
FGB19188	1	f__Sphingobacteriaceae
FGB19201	1	f__Sphingobacteriaceae
FGB19204	1	f__Sphingobacteriaceae
FGB19207	1	f__Sphingobacteriaceae
FGB19223	1	f__Sphingobacteriaceae
FGB19243	1	f__Pirellulaceae
FGB19244	2	f__Planctomycetes_unclassified,f__Pirellulaceae
FGB19270	1	f__Cytophagaceae
FGB19272	1	f__Cytophagaceae
FGB19273	1	f__Cytophagaceae
FGB19289	1	f__Hymenobacteraceae
FGB19294	2	f__Microbacteriaceae,f__Hymenobacteraceae
FGB19301	1	f__Hymenobacteraceae
FGB19311	1	f__Hymenobacteraceae
FGB19316	1	f__Hymenobacteraceae
FGB19317	1	f__Chitinophagaceae
FGB19321	1	f__Chitinophagaceae
FGB19437	2	f__Chloroflexi_unclassified,f__Verrucomicrobia_unclassified
FGB19447	1	f__Isosphaeraceae
FGB19549	2	f__Acholeplasmataceae,f__Tenericutes_unclassified
FGB19586	1	f__Mycoplasmataceae
FGB19659	1	f__Enterobacteriaceae
FGB19665	1	f__Blattabacteriaceae
FGB19683	4	f__Leptolyngbyaceae,f__Oscillatoriaceae,f__Cyanobacteria_unclassified,f__Microcoleaceae
FGB19694	2	f__Nostocaceae,f__Fortieaceae
FGB19705	1	f__Microcoleaceae
FGB19706	1	f__Pseudanabaenaceae
FGB19720	2	f__Cyanobacteria_unclassified,f__Oscillatoriaceae
FGB19905	1	f__Paenibacillaceae
FGB19931	1	f__Paenibacillaceae
FGB20361	1	f__Staphylococcaceae
FGB20406	1	f__Streptococcaceae
FGB20409	1	f__Carnobacteriaceae
FGB20484	1	f__Planococcaceae
FGB20509	2	f__Planococcaceae,f__Bacillaceae
FGB20517	1	f__Planococcaceae
FGB20566	1	f__Bacillaceae
FGB20569	1	f__Bacillaceae
FGB20616	1	f__Bacillaceae
FGB20741	1	f__Bacillaceae
FGB20799	1	f__Thermoactinomycetaceae
FGB20825	1	f__Selenomonadaceae
FGB20924	1	f__Acetobacteraceae
FGB20960	1	f__Acidobacteriaceae
FGB20965	1	f__Acidobacteriaceae
FGB20966	1	f__Acidobacteriaceae
FGB21048	1	f__Chromobacteriaceae
FGB21049	1	f__Chromobacteriaceae
FGB21114	1	f__Piscirickettsiaceae
FGB21197	1	f__Idiomarinaceae
FGB21481	1	f__Rhodobacteraceae
FGB21512	1	f__Rhodobacteraceae
FGB21561	1	f__Rhodobacteraceae
FGB21566	1	f__Rhodobacteraceae
FGB21568	1	f__Rhodobacteraceae
FGB21569	1	f__Rhodobacteraceae
FGB21646	1	f__Erythrobacteraceae
FGB21651	1	f__Sphingomonadaceae
FGB21652	1	f__Sphingomonadaceae
FGB21702	1	f__Sphingomonadaceae
FGB21724	1	f__Sphingomonadaceae
FGB21771	1	f__Parvularculaceae
FGB21790	1	f__Acetobacteraceae
FGB21815	1	f__Rhodospirillales_unclassified
FGB21816	1	f__Rhodospirillaceae
FGB21856	2	f__Rhizobiaceae,f__Hyphomicrobiaceae
FGB21871	1	f__Methylobacteriaceae
FGB21953	1	f__Phyllobacteriaceae
FGB21957	1	f__Aurantimonadaceae
FGB21962	1	f__Phyllobacteriaceae
FGB22080	1	f__Alteromonadaceae
FGB22123	1	f__Microbulbiferaceae
FGB22175	1	f__Dissulfurirhabdaceae
FGB22189	1	f__Sinobacteraceae
FGB22205	1	f__Zoogloeaceae
FGB22216	1	f__Burkholderiales_unclassified
FGB22249	1	f__Comamonadaceae
FGB22289	1	f__Alcaligenaceae
FGB22405	1	f__Xanthomonadaceae
FGB22407	1	f__Xanthomonadaceae
FGB22409	1	f__Xanthomonadaceae
FGB22428	1	f__Rhodanobacteraceae
FGB22490	1	f__Methylococcaceae
FGB22499	2	f__Rubrobacteraceae,f__Actinobacteria_unclassified
FGB22562	1	f__Deinococcaceae
FGB22578	1	f__Gemmataceae
FGB22581	1	f__Natrialbaceae
FGB22597	1	f__Haloarculaceae
FGB22635	1	f__Eggerthellaceae
FGB22703	1	f__Microbacteriaceae
FGB22775	1	f__Actinomycetaceae
FGB22791	1	f__Actinomycetaceae
FGB22798	1	f__Actinomycetaceae
FGB22844	1	f__Mycobacteriaceae
FGB22853	1	f__Mycobacteriaceae
FGB22898	1	f__Corynebacteriales_unclassified
FGB22926	1	f__Gordoniaceae
FGB22984	1	f__Intrasporangiaceae
FGB22990	1	f__Dermacoccaceae
FGB23012	1	f__Nocardioidaceae
FGB23015	1	f__Nocardioidaceae
FGB23019	1	f__Nocardioidaceae
FGB23048	1	f__Bogoriellaceae
FGB23065	1	f__Cellulomonadaceae
FGB23075	1	f__Motilibacteraceae
FGB23098	1	f__Jiangellaceae
FGB23156	1	f__Streptomycetaceae
FGB23219	1	f__Pseudonocardiaceae
FGB23257	1	f__Microbacteriaceae
FGB23311	1	f__Microbacteriaceae
FGB23315	1	f__Microbacteriaceae
FGB23321	1	f__Microbacteriaceae
FGB23342	1	f__Microbacteriaceae
FGB23358	1	f__Microbacteriaceae
FGB23364	1	f__Microbacteriaceae
FGB23371	1	f__Microbacteriaceae
FGB23380	1	f__Microbacteriaceae
FGB23383	1	f__Microbacteriaceae
FGB23401	1	f__Micrococcaceae
FGB23496	1	f__Desulfobacteraceae
FGB23510	1	f__Desulfovibrionaceae
FGB23553	1	f__Candidatus_Nomurabacteria_unclassified
FGB24356	1	f__Sphingobacteriaceae
FGB24360	1	f__Sphingobacteriaceae
FGB24386	2	f__Fulvivirgaceae,f__Marivirgaceae
FGB24404	1	f__Chitinophagaceae
FGB24466	1	f__Spirochaetaceae
FGB25706	1	f__Akkermansiaceae
FGB25749	1	f__Candidatus_Omnitrophica_unclassified
FGB25759	1	f__Lacipirellulaceae
FGB26016	1	f__Oxalobacteraceae
FGB26135	1	f__candidate_division_WOR_3_unclassified
FGB26179	1	f__Sneathiellaceae
FGB26214	2	f__Erythrobacteraceae,f__Sphingomonadaceae
FGB26235	1	f__Sphingomonadaceae
FGB26272	1	f__Micropepsaceae
FGB26275	1	f__Parvularculaceae
FGB26435	1	f__Comamonadaceae
FGB28933	1	f__Clostridia_unclassified
FGB30051	1	f__Eggerthellaceae
FGB30575	1	f__Clostridia_unclassified
FGB30876	1	f__Candidatus_Omnitrophica_unclassified
FGB30881	1	f__Candidatus_Omnitrophica_unclassified
FGB30882	1	f__Candidatus_Omnitrophica_unclassified
FGB31918	1	f__Rhizobiaceae
FGB32280	1	f__Candidatus_Falkowbacteria_unclassified
FGB32582	1	f__Streptosporangiaceae
FGB32790	1	f__Microbacteriaceae
FGB33106	1	f__Candidatus_Eremiobacteraeota_unclassified
FGB33109	1	f__Lachnospiraceae
FGB33239	1	f__Streptomycetaceae
FGB33365	1	f__Rhodobacteraceae
FGB33426	2	f__Sphingobacteriaceae,f__Haloarculaceae
FGB33655	2	f__Candidatus_Melainabacteria_unclassified,f__Vampirovibrionales_unclassified
FGB33682	2	f__Sulfuricellaceae,f__Actinobacteria_unclassified
FGB33689	1	f__Alteromonadaceae
FGB33727	2	f__Akkermansiaceae,f__Pasteurellaceae
FGB34004	1	f__Cellulomonadaceae
FGB34025	2	f__Euryarchaeota_unclassified,f__Candidatus_Taylorbacteria_unclassified
FGB34087	1	f__Acidobacteriaceae
FGB34224	1	f__Erythrobacteraceae
FGB34244	1	f__Streptosporangiaceae
FGB34450	1	f__Candidatus_Taylorbacteria_unclassified
FGB34811	1	f__Akkermansiaceae
FGB35830	1	f__Microbacteriaceae
FGB35987	2	f__Clostridiaceae,f__Cytophagaceae
FGB36090	3	f__Chloroflexi_unclassified,f__Enterobacteriaceae,f__Sphingomonadaceae
FGB36357	1	f__Desulfovibrionaceae
FGB37208	1	f__Pseudonocardiaceae
FGB37219	1	f__Geobacteraceae
FGB37423	1	f__Methylobacteriaceae
FGB37484	1	f__Microbacteriaceae
FGB37597	1	f__Rhizobiaceae
FGB37841	1	f__Flavobacteriaceae
FGB37928	1	f__Oceanospirillaceae
FGB37940	1	f__Haloarculaceae
FGB37951	1	f__Akkermansiaceae
FGB37996	7	f__Rhodobacteraceae,f__Lacipirellulaceae,f__Synechococcaceae,f__Spirochaetaceae,f__Planctomycetes_unclassified,f__Flavobacteriaceae,f__Phyllobacteriaceae
FGB38226	1	f__Mycobacteriaceae
FGB38257	1	f__Rhodospirillales_unclassified
FGB38359	1	f__Aurantimonadaceae
FGB38861	1	f__Acetobacteraceae
FGB38926	1	f__Candidatus_Doudnabacteria_unclassified
FGB38985	1	f__Lacipirellulaceae
FGB39612	1	f__Shewanellaceae
FGB39792	2	f__Coleofasciculaceae,f__Cyanobacteria_unclassified
FGB40095	1	f__Deltaproteobacteria_unclassified
FGB40619	1	f__Pasteurellaceae
FGB40730	1	f__Desulfovibrionaceae
FGB40747	1	f__Bacillaceae
FGB41260	1	f__Balneolaceae
FGB41371	1	f__Micrococcaceae
FGB41380	1	f__Erythrobacteraceae
FGB42840	1	f__Verrucomicrobia_unclassified
FGB43408	1	f__Candidatus_Uhrbacteria_unclassified
FGB43709	1	f__Candidatus_Hydrogenedentes_unclassified
FGB43854	1	f__Acidobacteriaceae
FGB44018	1	f__Microbacteriaceae
FGB44041	2	f__Ornithinimicrobiaceae,f__Intrasporangiaceae
FGB44354	1	f__Akkermansiaceae
FGB44641	1	f__Rhodocyclaceae
FGB44751	2	f__Rhizobiales_unclassified,f__Rhabdaerophilaceae
FGB44834	1	f__Candidatus_Eisenbacteria_unclassified
FGB45004	1	f__Planctomycetes_unclassified
FGB45025	1	f__Candidatus_Eisenbacteria_unclassified
FGB45151	1	f__Lacipirellulaceae
FGB45431	1	f__Eggerthellaceae
FGB45709	1	f__Planctomycetaceae
FGB45710	1	f__Planctomycetaceae
FGB46354	1	f__Candidatus_Moranbacteria_unclassified
FGB46829	1	f__Flavobacteriaceae
FGB46915	1	f__Cytophagaceae
FGB47204	1	f__Rhodospirillaceae
FGB47278	1	f__Candidatus_Shapirobacteria_unclassified
FGB47480	1	f__Candidatus_Uhrbacteria_unclassified
FGB47597	1	f__Candidatus_Staskawiczbacteria_unclassified
FGB48250	1	f__Rhodospirillaceae
FGB49052	1	f__Lactobacillaceae
FGB49465	1	f__Vibrionaceae
FGB49560	1	f__Clostridiaceae
FGB49579	1	f__Nitrososphaerales_unclassified
FGB49908	1	f__Weeksellaceae
FGB52445	1	f__Akkermansiaceae
FGB52493	2	f__Ectothiorhodospiraceae,f__Wenzhouxiangellaceae
FGB52599	1	f__Sphingomonadaceae
FGB52677	1	f__Euryarchaeota_unclassified
FGB52761	1	f__Microbacteriaceae
FGB52807	1	f__Pseudonocardiaceae
FGB52904	1	f__Candidatus_Vogelbacteria_unclassified
FGB52914	1	f__Candidatus_Adlerbacteria_unclassified
FGB52940	1	f__Candidatus_Taylorbacteria_unclassified
FGB53140	1	f__Candidatus_Buchananbacteria_unclassified
FGB53141	1	f__Candidatus_Buchananbacteria_unclassified
FGB53173	1	f__Candidatus_Kerfeldbacteria_unclassified
FGB53174	1	f__Candidatus_Kerfeldbacteria_unclassified
FGB53182	1	f__Candidatus_Uhrbacteria_unclassified
FGB53189	1	f__Candidatus_Magasanikbacteria_unclassified
FGB53200	1	f__Candidatus_Uhrbacteria_unclassified
FGB53205	1	f__Candidatus_Uhrbacteria_unclassified
FGB53209	1	f__Candidatus_Uhrbacteria_unclassified
FGB53557	1	f__Chlamydiia_unclassified
FGB53703	1	f__Holosporaceae
FGB53738	1	f__Kordiimonadaceae
FGB53828	1	f__Oligoflexia_unclassified
FGB53830	1	f__Oligoflexia_unclassified
FGB53833	1	f__Oligoflexia_unclassified
FGB53836	1	f__Oligoflexia_unclassified
FGB53839	1	f__Oligoflexia_unclassified
FGB53841	1	f__Oligoflexia_unclassified
FGB53842	1	f__Oligoflexia_unclassified
FGB53843	1	f__Oligoflexia_unclassified
FGB53844	1	f__Oligoflexia_unclassified
FGB54119	1	f__Lentimicrobiaceae
FGB55169	1	f__Oligoflexia_unclassified
FGB55721	1	f__Spongiibacteraceae
FGB55880	1	f__Candidatus_Firestonebacteria_unclassified
FGB56094	1	f__Paenibacillaceae
FGB56097	1	f__Heliobacteriaceae
FGB56627	2	f__Akkermansiaceae,f__Candidatus_Hydrogenedentes_unclassified
FGB56836	1	f__Candidatus_Omnitrophica_unclassified
FGB56884	1	f__Candidatus_Omnitrophica_unclassified
FGB56891	1	f__Candidatus_Omnitrophica_unclassified
FGB56965	1	f__Candidatus_Omnitrophica_unclassified
FGB57188	1	f__Candidatus_Gottesmanbacteria_unclassified
FGB57254	1	f__candidate_division_WOR_3_unclassified
FGB57271	2	f__Planctomycetes_unclassified,f__Planctomycetaceae
FGB57282	1	f__Planctomycetaceae
FGB57315	2	f__Planctomycetes_unclassified,f__Pirellulaceae
FGB57317	1	f__Lacipirellulaceae
