FGB ID	Number of Families	Family names
FGB14201	2	f__Clostridiales_Family_XVII_Incertae_Sedis,f__Pelagibacteraceae
FGB14207	3	f__Nocardiaceae,f__Prochloraceae,f__Cytophagaceae
FGB14235	1	f__Alphaproteobacteria_unclassified
FGB14237	3	f__Streptomycetaceae,f__Prochloraceae,f__Candidatus_Latescibacteria_unclassified
FGB14239	7	f__Promicromonosporaceae,f__Prochloraceae,f__Chromobacteriaceae,f__Erwiniaceae,f__Nanohaloarchaea_unclassified,f__Deltaproteobacteria_unclassified,f__Actinobacteria_unclassified
FGB14241	5	f__Micrococcaceae,f__Betaproteobacteria_unclassified,f__Prochloraceae,f__Morganellaceae,f__Actinobacteria_unclassified
FGB14242	3	f__Deltaproteobacteria_unclassified,f__Paenibacillaceae,f__Pelagibacteraceae
FGB14244	2	f__Nocardioidaceae,f__Pseudomonadaceae
FGB14250	1	f__Prochloraceae
FGB14260	2	f__Oxalobacteraceae,f__Enterobacteriaceae
FGB14261	2	f__Phyllobacteriaceae,f__Pelagibacteraceae
FGB14263	2	f__Rhizobiaceae,f__Flammeovirgaceae
FGB14268	22	f__Pseudoalteromonadaceae,f__Prochloraceae,f__Enterobacteriaceae,f__Burkholderiales_unclassified,f__Candidatus_Microgenomates_unclassified,f__Rhizobiaceae,f__Pasteuriaceae,f__Ruaniaceae,f__Acidobacteria_unclassified,f__Candidatus_Cloacimonetes_unclassified,f__Sphingomonadaceae,f__Verrucomicrobia_unclassified,f__Caulobacteraceae,f__Pelagibacteraceae,f__Desulfohalobiaceae,f__Pseudonocardiaceae,f__Methylococcaceae,f__Synechococcaceae,f__Haloarculaceae,f__Sphingobacteriaceae,f__Flavobacteriaceae,f__Streptococcaceae
FGB14271	6	f__Comamonadaceae,f__Micromonosporaceae,f__Streptomycetaceae,f__Rhodanobacteraceae,f__Methylobacteriaceae,f__Pelagibacteraceae
FGB14272	2	f__Prochloraceae,f__Pelagibacteraceae
FGB14282	2	f__Alphaproteobacteria_unclassified,f__Alteromonadaceae
FGB14293	2	f__Alcaligenaceae,f__Pelagibacteraceae
FGB14294	2	f__Nitrospinaceae,f__Prochloraceae
FGB14315	1	f__Prochloraceae
FGB14333	2	f__Lactobacillaceae,f__Synechococcaceae
FGB14346	2	f__Prochloraceae,f__Synechococcaceae
FGB14349	2	f__Prochloraceae,f__Chitinophagaceae
FGB14358	3	f__Prochloraceae,f__Synechococcaceae,f__Candidatus_Diapherotrites_unclassified
FGB14359	2	f__Lactobacillaceae,f__Pseudomonadaceae
FGB14376	2	f__Alphaproteobacteria_unclassified,f__Candidatus_Marinimicrobia_unclassified
FGB14418	2	f__Oxalobacteraceae,f__Betaproteobacteria_unclassified
FGB14421	9	f__Brevibacteriaceae,f__Desulfobulbaceae,f__Campylobacteraceae,f__Rhodobacteraceae,f__Rhizobiaceae,f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Mycobacteriaceae,f__Nocardioidaceae
FGB14429	7	f__Rhodobacteraceae,f__Deinococcaceae,f__Cytophagaceae,f__Prochloraceae,f__Paenibacillaceae,f__Streptomycetaceae,f__Pelagibacteraceae
FGB14430	3	f__Streptomycetaceae,f__Prochloraceae,f__Pelagibacteraceae
FGB14451	5	f__Thaumarchaeota_unclassified,f__Archaea_unclassified,f__Mycobacteriaceae,f__Prochloraceae,f__Streptomycetaceae
FGB14462	3	f__Lactobacillaceae,f__Prochloraceae,f__Alteromonadaceae
FGB14463	7	f__Bacillaceae,f__Candidatus_Parcubacteria_unclassified,f__Sulfolobaceae,f__Prochloraceae,f__Cellulomonadaceae,f__Erwiniaceae,f__Streptomycetaceae
FGB14464	3	f__Comamonadaceae,f__Nocardioidaceae,f__Epsilonproteobacteria_unclassified
FGB14480	9	f__Acetobacteraceae,f__Desulfobulbaceae,f__Prochloraceae,f__Synechococcaceae,f__Morganellaceae,f__Streptomycetaceae,f__Enterobacteriaceae,f__Streptococcaceae,f__Pelagibacteraceae
FGB14502	4	f__Candidatus_Marinimicrobia_unclassified,f__Streptomycetaceae,f__Prochloraceae,f__Neisseriaceae
FGB14512	2	f__Pelagibacteraceae,f__Actinobacteria_unclassified
FGB14513	2	f__Candidatus_Fervidibacteria_unclassified,f__Pelagibacteraceae
FGB14518	2	f__Armatimonadetes_unclassified,f__Desulfovibrionaceae
FGB14520	2	f__Rhizobiaceae,f__Erwiniaceae
FGB14522	2	f__Deltaproteobacteria_unclassified,f__Chitinophagaceae
FGB14532	3	f__Sulfolobales_unclassified,f__Prochloraceae,f__Haloferacaceae
FGB14535	6	f__Bacillaceae,f__Micrococcaceae,f__Prochloraceae,f__Flavobacteriaceae,f__Intrasporangiaceae,f__Thermoproteaceae
FGB14542	2	f__Geobacteraceae,f__Cytophagaceae
FGB14544	2	f__Phyllobacteriaceae,f__Marinifilaceae
FGB14547	6	f__Comamonadaceae,f__Prochloraceae,f__Synechococcaceae,f__Colwelliaceae,f__Erwiniaceae,f__Burkholderiales_unclassified
FGB14553	3	f__Micropepsaceae,f__Prochloraceae,f__Verrucomicrobia_unclassified
FGB14593	4	f__Comamonadaceae,f__Morganellaceae,f__Neisseriaceae,f__Betaproteobacteria_unclassified
FGB14597	2	f__Mycobacteriaceae,f__Micrococcaceae
FGB14607	2	f__Xanthomonadaceae,f__Phyllobacteriaceae
FGB14624	2	f__Candidatus_Marinamargulisbacteria_unclassified,f__Corynebacteriaceae
FGB14697	2	f__Candidatus_Atribacteria_unclassified,f__Thermoproteaceae
FGB14698	2	f__Bacteria_unclassified,f__Burkholderiaceae
FGB14715	2	f__Prochloraceae,f__Pseudomonadaceae
FGB14783	2	f__Nocardioidaceae,f__Prochloraceae
FGB14785	4	f__Cellulomonadaceae,f__Thermaceae,f__Desulfobacteraceae,f__Pelagibacteraceae
FGB14790	2	f__Rhizobiaceae,f__Comamonadaceae
FGB14897	2	f__Prochloraceae,f__Pelagibacteraceae
FGB14902	2	f__Prochloraceae,f__Burkholderiaceae
FGB14915	2	f__Flavobacteriales_unclassified,f__Crenarchaeota_unclassified
FGB14969	2	f__Mycobacteriaceae,f__Helicobacteraceae
FGB14984	5	f__Comamonadaceae,f__Betaproteobacteria_unclassified,f__Rhizobiaceae,f__Prochloraceae,f__Chitinophagaceae
FGB14987	7	f__Bradyrhizobiaceae,f__Thaumarchaeota_unclassified,f__Prochloraceae,f__Streptosporangiaceae,f__Idiomarinaceae,f__Candidatus_Aminicenantes_unclassified,f__Pelagibacteraceae
